match_id,match_date,home,away,home_poss,away_poss,home_manager,home_gender,home_date,home_city,home_style,home_tactics,away_manager,away_gender,away_date,away_city,away_style,away_tactics,venue,attendance,city,referee,ar1,ar2,fourth,var,league,gender,season,referee_cert,ar1_cert,ar2_cert,fourth_cert,var_cert
f4a70771,2022-04-09 18:15,Málaga,Valladolid,37.0,63.0,Pablo Guede,Male,11/02/1974,"Buenos Aires, Argentina",Ofensivo,4-2-3-1,Pacheta,Male,08/01/1968,"Salamanca, España",Defensivo,4-4-2,Estadio La Rosaleda,18004.0,"Málaga, España",Juan Pulido,Francisco Arencibia,Josep Bordoy,Juan Campos,Víctor Areces,Segunda División,Male,2021-2022,FIFA Elite Referee Certification,AFC Master Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
f4b435af,2022-04-03 14:00,Cartagena,Oviedo,53.0,47.0,Luis Carrión,Male,07/26/1978,"Barcelona, España",Pragmático,4-4-2,Cuco Ziganda,Male,10/01/1966,"Larraintzar, España",Defensivo,4-4-2,Estadio Municipal Cartagonova,7181.0,"Cartagena, España",Álvaro Moreno,Rodrigo Blázquez Sánchez,Miguel Ortuño,Luis Collado,Iñaki Bikandi,Segunda División,Male,2021-2022,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification
f4bca33a,2023-05-24 19:30,Real Madrid,Rayo Vallecano,61.0,39.0,Carlo Ancelotti,Male,06/10/1959,"Reggiolo, Italia",Táctico,4-4-2,Andoni Iraola,Male,06/22/1982,"Getxo, España",Ofensivo,4-3-3,Estadio Santiago Bernabéu,45811.0,"Madrid, España",Jesús Gil,Ángel Nevado,Javier Martínez,Pablo Morales,Xavi Estrada,La Liga,Male,2022-2023,,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License
f4e8506b,2023-11-12 18:30,Sevilla,Betis,61.0,39.0,Diego Alonso,Male,07/16/1974,"Montevideo, Uruguay",Ofensivo,4-3-3,Manuel Pellegrini,Male,09/16/1953,"Santiago, Chile",Táctico,4-2-3-1,Estadio Ramón Sánchez Pizjuán,42222.0,"Sevilla, España",Jesús Gil,Javier Martínez,Ángel Nevado,Guillermo Conejero Sánchez,Guillermo Cuadra,La Liga,Male,2023-2024,,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification
f5030adb,2022-10-12 18:30,Alavés,Albacete,52.0,48.0,Luis García,Male,02/10/1973,"Zaragoza, España",Táctico,4-4-2,Rubén Albés,Male,08/07/1985,"Girona, España",Táctico,4-3-3,Estadio de Mendizorroza,13890.0,"Vitoria-Gasteiz, España",Francisco Hernández,Judit Romano,Álvaro González Narváez,Alfonso Vicente Moral,David Pérez,Segunda División,Male,2022-2023,AFC Master Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
f5038dd4,2023-03-19 18:30,Lugo,Racing Sant,28.0,72.0,Íñigo Vélez,Male,03/14/1988,"Getxo, España",Desarrollo Juvenil,4-3-3,José Alberto López,Male,08/17/1983,"Oviedo, España",Pragmático,4-4-2,Estadio Anxo Carro,4591.0,"Lugo, España",Andrés Fuentes,Javier Garrido Concha,Alain Perea,Carlos Fernández Buergo,Iñaki Bikandi,Segunda División,Male,2022-2023,UEFA Pro Referee License,,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification
f513aa69,2023-08-12 19:00,Racing Sant,Eibar,38.0,62.0,José Alberto López,Male,08/17/1983,"Oviedo, España",Pragmático,4-4-2,Joseba Etxeberria,Male,09/05/1977,"Elgoibar, España",Ofensivo,4-3-3,Campos de Sport de El Sardinero,13914.0,"Santander, España",Iván Caparrós,Javier García Lorenzo,Christian García,Sergio Usón,Rubén Ávalos,Segunda División,Male,2023-2024,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,AFC Master Referee Certification
f535ba0a,2023-09-24 21:00,Atlético Madrid,Real Madrid,37.0,63.0,Diego Simeone,Male,04/28/1970,"Buenos Aires, Argentina",Defensivo,4-4-2,Carlo Ancelotti,Male,06/10/1959,"Reggiolo, Italia",Táctico,4-4-2,Estadio Cívitas Metropolitano,69082.0,"Madrid, España",Alberola Rojas,Alfredo Rodríguez,Teodoro Sobrino,Rubén Ruipérez,Guillermo Cuadra,La Liga,Male,2023-2024,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification
f555a5d2,2023-11-17 21:00,Valladolid,Leganés,65.0,35.0,Paulo Pezzolano,Male,11/26/1982,"Montevideo, Uruguay",Ofensivo,4-2-3-1,Borja Jiménez,Male,04/19/1979,"Santo Domingo de la Calzada, España",Ofensivo,4-3-3,Estadio Municipal José Zorrilla,19914.0,"Valladolid, España",José López,David Ortiz,Josep Bordoy,Rubén Ruipérez,Aitor Gorostegui,Segunda División,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation
f571ad4a,2022-09-04 18:30,Burgos,Cartagena,38.0,62.0,Julián Calero,Male,01/16/1971,"Madrid, España",Defensivo,4-2-3-1,Luis Carrión,Male,07/26/1978,"Barcelona, España",Pragmático,4-4-2,Estadio Municipal de El Plantío,7095.0,"Burgos, España",Rubén Ávalos,Brian Valencia,Josep Antoni Vigo Gatius,Miguel González,Eduardo Prieto,Segunda División,Male,2022-2023,UEFA Pro Referee License,,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
f58fee0a,2022-08-28 22:00,Ibiza,Alavés,53.0,47.0,Javier Baraja,Male,07/12/1978,"San Sebastián, España",Ofensivo,4-3-3,Luis García,Male,02/10/1973,"Zaragoza, España",Táctico,4-4-2,Estadio Municipal de Can Misses,2855.0,"Ibiza, España",Luis Milla,Roberto Tejero,Iván Ríos,Manuel Orellana,Víctor Areces,Segunda División,Male,2022-2023,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,,FIFA Elite Referee Certification
f5d9346d,2023-04-26 19:30,Getafe,Almería,46.0,54.0,Quique Flores,Male,02/23/1965,"Madrid, España",Pragmático,4-2-3-1,Rubí,Male,08/05/1970,"Vilasar de Mar, España",Táctico,4-2-3-1,Coliseum Alfonso Pérez,10260.0,"Getafe, España",Alberola Rojas,Teodoro Sobrino,Iván Hernández,Albert Catalá,Ignacio Iglesias,La Liga,Male,2022-2023,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License
f601d1e0,2023-04-30 16:15,Oviedo,Ponferradina,55.0,45.0,Álvaro Cervera,Male,11/20/1965,"Madrid, España",Defensivo,4-2-3-1,Juanfran,Male,03/19/1989,"Cádiz, España",Táctico,4-2-3-1,Estadio Carlos Tartiere,13731.0,"Oviedo, España",Víctor García Verdura,Unai García,Sergi López,José Pardeiro,Iñaki Bikandi,Segunda División,Male,2022-2023,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
f6040a07,2022-02-05 18:15,Zaragoza,Málaga,54.0,46.0,Juan Ignacio Martínez,Male,02/17/1964,"Cieza, España",Táctico,4-4-2,Natxo González,Male,06/12/1965,"Gijón, España",Táctico,4-2-3-1,Estadio de la Romareda,16178.0,"Zaragoza, España",Francisco Hernández,Judit Romano,Álvaro González Narváez,Alfonso Vicente Moral,Víctor Areces,Segunda División,Male,2021-2022,,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
f617a5fc,2023-05-13 16:15,Sporting Gijón,Oviedo,55.0,45.0,Miguel Ángel Ramírez,Male,07/10/1984,"Las Palmas de Gran Canaria, España",Ofensivo,4-3-3,Álvaro Cervera,Male,11/20/1965,"Madrid, España",Defensivo,4-2-3-1,Estadio Municipal El Molinón,24790.0,"Gijón, España",David Gálvez,Guillermo Santiago,David Bernal Martín,Armando Ramo Andrés,Daniel Ocón,Segunda División,Male,2022-2023,UEFA Pro Referee License,,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification
f62862aa,2023-04-26 19:30,Atlético Madrid,Mallorca,68.0,32.0,Diego Simeone,Male,04/28/1970,"Buenos Aires, Argentina",Defensivo,4-4-2,Javier Aguirre,Male,12/01/1958,"Mexico City, México",Pragmático,4-4-2,Estadio Cívitas Metropolitano,58523.0,"Madrid, España",Juan Pulido,José Escuela,Eliana Fernández,Juan Campos,Santiago Jaime,La Liga,Male,2022-2023,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation
f662db54,2023-12-16 12:00,Atlético Madrid,Real Sociedad,50.0,50.0,Róbert Jež,Male,01/17/1975,"Banská Bystrica, Eslovaquia",Táctico,4-2-3-1,Natalia Arroyo,Female,02/22/1986,"Madrid, España",Táctico,4-4-2,Estadio Wanda Atlético de Madrid Alcalá ...,,"Madrid, España",Vilson,,,Zoila González Vargas,,Liga F,Female,2023-2024,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,UEFA Pro Referee License,AFC Master Referee Certification
f6839b62,2022-05-15 19:30,Mallorca,Rayo Vallecano,45.0,55.0,Javier Aguirre,Male,12/01/1958,"Mexico City, México",Pragmático,4-4-2,Andoni Iraola,Male,06/22/1982,"Getxo, España",Ofensivo,4-3-3,Iberostar Estadi,17930.0,"Palma, España",José Luis Munuera,Iñigo Prieto,Antonio Martínez,Pablo Morales,Juan Martínez,La Liga,Male,2021-2022,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification
f686af39,2021-08-23 22:00,Osasuna,Celta Vigo,47.0,53.0,Jagoba Arrasate,Male,03/12/1978,"Berriatua, España",Ofensivo,4-3-3,Eduardo Coudet,Male,09/12/1984,"Buenos Aires, Argentina",Ofensivo,4-2-3-1,Estadio El Sadar,7189.0,"Pamplona, España",Alberola Rojas,Teodoro Sobrino,Iván Hernández,Antonio Soláns,Xavi Estrada,La Liga,Male,2021-2022,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,AFC Master Referee Certification,FIFA Elite Referee Certification
f68f1f5c,2023-11-05 14:00,Alavés,Almería,56.0,44.0,Luis García,Male,02/10/1973,"Zaragoza, España",Táctico,4-4-2,Gaizka Garitano,Male,07/09/1975,"Bergara, España",Defensivo,4-2-3-1,Estadio de Mendizorroza,16380.0,"Vitoria-Gasteiz, España",Juan Pulido,José Escuela,Ignacio Alonso,Alberto Fuente Martín,Pablo González,La Liga,Male,2023-2024,FIFA Elite Referee Certification,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,
f698ae36,2023-08-13 19:30,Cartagena,Eldense,56.0,44.0,Víctor Sánchez,Male,02/08/1977,"Valencia, España",Ofensivo,4-2-3-1,Fernando Estévez,Male,02/22/1963,"Jaén, España",Pragmático,4-4-2,Estadio Municipal Cartagonova,8655.0,"Cartagena, España",Miguel Sesma,Miguel Ortuño,David Bernal Martín,Rubén Ruipérez,David Gálvez,Segunda División,Male,2023-2024,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification,UEFA Pro Referee License
f6a64472,2022-02-06 18:15,Huesca,CD Mirandés,56.0,44.0,Xisco,Male,05/06/1976,"Petra, España",Ofensivo,4-3-3,Lolo Escobar,Male,04/06/1964,"Barcelona, España",Pragmático,4-4-2,Estadio El Alcoraz,5434.0,"Huesca, España",David Gálvez,Guillermo Santiago,David Bernal Martín,Aimar Velasco,Iñaki Bikandi,Segunda División,Male,2021-2022,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,AFC Master Referee Certification,FIFA Elite Referee Certification
f6f53c25,2023-03-26 12:00,Alavés,Atlético Madrid,44.0,56.0,Iñigo Juaristi,Male,11/25/1980,"Bilbao, España",Defensivo,4-4-2,Róbert Jež,Male,01/17/1975,"Banská Bystrica, Eslovaquia",Táctico,4-2-3-1,Estadio de Mendizorroza,,"Vitoria-Gasteiz, España",Elia María Martínez Martínez,Ignacio Camacho,Lorena Hernández,Cristina Yolanda Aguilera Manzano,,Liga F,Female,2022-2023,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License
f6fab33c,2022-01-02 14:00,Getafe,Real Madrid,27.0,73.0,Quique Flores,Male,02/23/1965,"Madrid, España",Pragmático,4-2-3-1,Carlo Ancelotti,Male,06/10/1959,"Reggiolo, Italia",Táctico,4-4-2,Coliseum Alfonso Pérez,11890.0,"Getafe, España",Mario Melero,José Martínez,Joan Méndez,José Guzmán,Xavi Estrada,La Liga,Male,2021-2022,,UEFA Pro Referee License,UEFA Pro Referee License,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation
f6fb9de4,2022-11-19 18:15,Valencia,Levante,39.0,61.0,Andrea Esteban,Female,03/20/1989,"Bilbao, España",Ofensivo,4-3-3,José Luis Sánchez Vera,Male,08/04/1958,"Madrid, España",Táctico,4-2-3-1,Estadio de Mestalla,,"Valencia, España",María Eugenia Gil Soriano,Guilherme,Frédéric Duplus,Hiraç Yagan,,Liga F,Female,2022-2023,FIFA Elite Referee Certification,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License
f7120d22,2023-11-26 16:15,Elche,Amorebieta,60.0,40.0,Sebastián Becaccece,Male,01/01/1981,"Rosario, Argentina",Táctico,4-3-3,Haritz Mújika,Male,02/28/1983,"Zarautz, España",Táctico,4-2-3-1,Estadio Manuel Martínez Valero,14042.0,"Elche, España",Dámaso Arcediano,Marcos Cerdán Aguilar,Adrián Díaz,David Cambronero,Alejandro Quintero,Segunda División,Male,2023-2024,,AFC Master Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification
f7291717,2022-04-10 14:00,Osasuna,Alavés,65.0,35.0,Jagoba Arrasate,Male,03/12/1978,"Berriatua, España",Ofensivo,4-3-3,Julio Velázquez,Male,02/05/1972,"Badajoz, España",Táctico,4-2-3-1,Estadio El Sadar,19220.0,"Pamplona, España",Alejandro Muñíz,Marcos Cerdán Aguilar,Joan Méndez,Jaime Ruiz,Alejandro Hernández,La Liga,Male,2021-2022,FIFA Elite Referee Certification,,FIFA Elite Referee Certification,,CONMEBOL Advanced Referee Accreditation
f73a565a,2022-10-01 12:00,Real Betis,UDG Tenerife,66.0,34.0,Francisco Miguel Díaz,Male,03/02/1986,"Valencia, España",Ofensivo,4-4-2,José Ángel Herrera,Male,02/20/1984,"León, España",Pragmático,4-4-2,Ciudad Deportiva Luis del Sol,,"Sevilla, España",Elena Peláez Arnillas,Lidia Lombardero Díaz,Marta Villanueva Benavente,Cristina Yolanda Aguilera Manzano,,Liga F,Female,2022-2023,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License
f750f770,2023-01-15 16:00,Real Madrid,Real Betis,63.0,37.0,Alberto Toril,Male,03/27/1973,"La Algaba, España",Desarrollo Juvenil,4-3-3,Francisco Miguel Díaz,Male,03/02/1986,"Valencia, España",Ofensivo,4-4-2,Estadio Alfredo Di Stéfano,,"Madrid, España",María Gloria Planes Terol,Gustavo Bou,Lorena Hernández,Nuria Sanchez,,Liga F,Female,2022-2023,FIFA Elite Referee Certification,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,FIFA Elite Referee Certification
f7976d3e,2023-10-09 21:00,Villarreal B,Espanyol,41.0,59.0,Miguel Álvarez,Male,11/15/1964,"Castro Urdiales, España",Desarrollo Juvenil,4-3-3,Luis García,Male,02/10/1973,"Zaragoza, España",Táctico,4-4-2,Estadio de la Cerámica,4132.0,"Villarreal, España",Oliver De La Fuente,Daniel Pescador,Samuel García,Pablo Monterrubio,Rafael Sánchez,Segunda División,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,AFC Master Referee Certification,CONMEBOL Advanced Referee Accreditation,UEFA Pro Referee License,UEFA Pro Referee License
f79df6ba,2022-12-07 19:00,Huesca,FC Andorra,29.0,71.0,Cuco Ziganda,Male,10/01/1966,"Larraintzar, España",Defensivo,4-4-2,Eder Sarabia,Male,11/23/1980,"Barcelona, España",Táctico,4-2-3-1,Estadio El Alcoraz,4152.0,"Huesca, España",José Guzmán,Ángel Valverde,Ángel Munuera Montero,José Pardeiro,Daniel Ocón,Segunda División,Male,2022-2023,FIFA Elite Referee Certification,FIFA Elite Referee Certification,AFC Master Referee Certification,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation
f7ad1120,2023-10-29 18:30,Leganés,Villarreal B,48.0,52.0,Borja Jiménez,Male,04/19/1979,"Santo Domingo de la Calzada, España",Ofensivo,4-3-3,Miguel Álvarez,Male,11/15/1964,"Castro Urdiales, España",Desarrollo Juvenil,4-3-3,Estadio Municipal de Butarque,7008.0,"Leganés, España",Germán Cid Camacho,Rubén Becerril,Sergi López,Jaime Ruiz,Gorka Sagues,Segunda División,Male,2023-2024,UEFA Pro Referee License,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
f7b59ba1,2024-01-27 14:00,Levante Planas,Atlético Madrid,37.0,63.0,Thomas Fontaine,Male,10/07/1984,"Sèvres, Francia",Defensivo,4-2-3-1,Róbert Jež,Male,01/17/1975,"Banská Bystrica, Eslovaquia",Táctico,4-2-3-1,Camp Municipal Les Planes,,"Barcelona, España",Marta Huerta de Aza,,,Zoila González Vargas,,Liga F,Female,2023-2024,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification
f7bef61d,2023-11-13 21:00,Oviedo,Cartagena,72.0,28.0,Luis Carrión,Male,07/26/1978,"Barcelona, España",Pragmático,4-4-2,Julián Calero,Male,01/16/1971,"Madrid, España",Defensivo,4-2-3-1,Estadio Carlos Tartiere,12203.0,"Oviedo, España",Rubén Ávalos,Brian Valencia,Carlos Grande Rabadán,Aimar Velasco,Gorka Sagues,Segunda División,Male,2023-2024,FIFA Elite Referee Certification,,FIFA Elite Referee Certification,AFC Master Referee Certification,FIFA Elite Referee Certification
f7e3a754,2024-01-14 16:15,Cartagena,Villarreal B,46.0,54.0,Julián Calero,Male,01/16/1971,"Madrid, España",Defensivo,4-2-3-1,Miguel Álvarez,Male,11/15/1964,"Castro Urdiales, España",Desarrollo Juvenil,4-3-3,Estadio Municipal Cartagonova,8154.0,"Cartagena, España",Rubén Ávalos,Brian Valencia,Jesús Mira,Rubén Ruipérez,Adrián Cordero,Segunda División,Male,2023-2024,FIFA Elite Referee Certification,,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification
f7f32699,2022-04-16 18:15,Valladolid,Almería,56.0,44.0,Pacheta,Male,08/01/1968,"Salamanca, España",Defensivo,4-4-2,Rubí,Male,08/05/1970,"Vilasar de Mar, España",Táctico,4-2-3-1,Estadio Municipal José Zorrilla,19608.0,"Valladolid, España",Francisco Hernández,Judit Romano,Álvaro González Narváez,Manuel Pérez,Daniel Ocón,Segunda División,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,UEFA Pro Referee License,AFC Master Referee Certification,UEFA Pro Referee License
f800c286,2022-09-17 21:00,Zaragoza,Sporting Gijón,55.0,45.0,Juan Carlos Carcedo,Male,05/04/1972,"Mont-de-Marsan, Francia",Táctico,4-2-3-1,Abelardo Fernández,Male,07/19/1970,"Gijón, España",Defensivo,4-4-2,Estadio de la Romareda,21416.0,"Zaragoza, España",Oliver De La Fuente,Daniel Pescador,Samuel García,Daniel Palencia,José López,Segunda División,Male,2022-2023,FIFA Elite Referee Certification,,,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation
f80c04f0,2023-01-28 14:00,Cádiz,Mallorca,43.0,57.0,Sergio,Male,03/10/1975,"Oviedo, España",Pragmático,4-2-3-1,Javier Aguirre,Male,12/01/1958,"Mexico City, México",Pragmático,4-4-2,Estadio Nuevo Mirandilla,16117.0,"Jerez de la Frontera, España",Ricardo de Burgos,Roberto Díaz,Jon Núnez,Aimar Velasco,Xavi Estrada,La Liga,Male,2022-2023,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,AFC Master Referee Certification
f8108665,2021-09-13 20:00,Getafe,Elche,56.0,44.0,Míchel,Male,03/23/1963,"Madrid, España",Ofensivo,4-3-3,Fran Escribá,Male,09/03/1965,"Valencia, España",Defensivo,4-4-2,Coliseum Alfonso Pérez,6853.0,"Getafe, España",Mario Melero,José Martínez,Joan Méndez,Abraham Domínguez,César Soto,La Liga,Male,2021-2022,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,UEFA Pro Referee License
f8243dca,2024-01-13 16:15,Levante,Albacete,53.0,47.0,Javier Calleja,Male,05/12/1978,"Madrid, España",Ofensivo,4-3-3,Rubén Albés,Male,08/07/1985,"Girona, España",Táctico,4-3-3,Estadio Ciudad de Valencia,15487.0,"Valencia, España",Daniel Trujillo,Fernando Estela,Ricardo Landrove,Pablo Monterrubio,Rafael Sánchez,Segunda División,Male,2023-2024,FIFA Elite Referee Certification,AFC Master Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification
f829de07,2023-01-08 11:00,UDG Tenerife,Atlético Madrid,38.0,63.0,José Ángel Herrera,Male,02/20/1984,"León, España",Pragmático,4-4-2,Róbert Jež,Male,01/17/1975,"Banská Bystrica, Eslovaquia",Táctico,4-2-3-1,Campo de Fútbol La Palmera,,"Las Palmas de Gran Canaria, España",Manuel Pascali,Gustavo Bou,Marina Molina,Zoila González Vargas,,Liga F,Female,2022-2023,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification,FIFA Elite Referee Certification
f8359d90,2022-08-19 20:00,Villarreal B,Eibar,46.0,54.0,Miguel Álvarez,Male,11/15/1964,"Castro Urdiales, España",Desarrollo Juvenil,4-3-3,Gaizka Garitano,Male,07/09/1975,"Bergara, España",Defensivo,4-2-3-1,Ciudad Deportiva Del Villarreal,2109.0,"Villarreal, España",Oliver De La Fuente,Daniel Pescador,Samuel García,Pablo Morales,David Pérez,Segunda División,Male,2022-2023,UEFA Pro Referee License,,UEFA Pro Referee License,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation
f86dfb97,2023-10-22 18:30,Villarreal,Alavés,68.0,32.0,Pacheta,Male,08/01/1968,"Salamanca, España",Defensivo,4-4-2,Luis García,Male,02/10/1973,"Zaragoza, España",Táctico,4-4-2,Estadio de la Cerámica,17498.0,"Villarreal, España",Jesús Gil,Ángel Nevado,Javier Martínez,Pablo Morales,Eduardo Prieto,La Liga,Male,2023-2024,FIFA Elite Referee Certification,,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification
f8700700,2021-09-11 21:00,Athletic Club,Mallorca,49.0,51.0,Marcelino,Male,08/14/1965,"Villaviciosa, España",Ofensivo,4-4-2,Luis García,Male,02/10/1973,"Zaragoza, España",Táctico,4-4-2,San Mamés,14566.0,"Bilbao, España",Jorge Figueroa,Guadalupe Porras,Álvaro Carreño,David Recio,Jesús Gil,La Liga,Male,2021-2022,CONMEBOL Advanced Referee Accreditation,,,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation
f8876eea,2023-11-12 17:30,Tenerife,Villarreal B,66.0,34.0,Asier Garitano,Male,02/20/1970,"Bergara, España",Táctico,4-2-3-1,Miguel Álvarez,Male,11/15/1964,"Castro Urdiales, España",Desarrollo Juvenil,4-3-3,Estadio Heliodoro Rodríguez Lopéz,17876.0,"Santa Cruz de Tenerife, España",Miguel González,Judit Romano,Daniel Novoa,José Martínez,Álvaro Moreno,Segunda División,Male,2023-2024,FIFA Elite Referee Certification,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,CONMEBOL Advanced Referee Accreditation
f897639e,2024-01-20 16:15,Zaragoza,FC Andorra,40.0,60.0,Julio Velázquez,Male,02/05/1972,"Badajoz, España",Táctico,4-2-3-1,Eder Sarabia,Male,11/23/1980,"Barcelona, España",Táctico,4-2-3-1,Estadio de la Romareda,17854.0,"Zaragoza, España",Germán Cid Camacho,Rubén Becerril,Daniel Novoa,Francisco  Fernández Vidal,Alejandro Quintero,Segunda División,Male,2023-2024,CONMEBOL Advanced Referee Accreditation,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification
f8a7a90e,2022-05-29 20:00,Burgos,Girona,37.0,63.0,Julián Calero,Male,01/16/1971,"Madrid, España",Defensivo,4-2-3-1,Michel,Male,03/23/1963,"Madrid, España",Ofensivo,4-3-3,Estadio Municipal de El Plantío,11152.0,"Burgos, España",Daniel Trujillo,Fernando Estela,Fabián Blanco,José Martínez,Aitor Gorostegui,Segunda División,Male,2021-2022,FIFA Elite Referee Certification,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification,UEFA Pro Referee License
f8f001f4,2023-03-25 18:30,Alavés,Tenerife,49.0,51.0,Luis García,Male,02/10/1973,"Zaragoza, España",Táctico,4-4-2,Ramis,Male,07/09/1970,"Maó, España",Defensivo,4-4-2,Estadio de Mendizorroza,13722.0,"Vitoria-Gasteiz, España",Adrián Cordero,Gonzalo López,Aitor Moleón,Rubén Ruipérez,David Pérez,Segunda División,Male,2022-2023,AFC Master Referee Certification,FIFA Elite Referee Certification,UEFA Pro Referee License,CONMEBOL Advanced Referee Accreditation,FIFA Elite Referee Certification
f940a8b1,2021-10-30 14:00,Elche,Real Madrid,44.0,56.0,Fran Escribá,Male,09/03/1965,"Valencia, España",Defensivo,4-4-2,Carlo Ancelotti,Male,06/10/1959,"Reggiolo, Italia",Táctico,4-4-2,Estadio Manuel Martínez Valero,23010.0,"Elche, España",Ricardo de Burgos,Roberto Díaz Pérez,Jon Núnez,Albert Catalá,David Medié,La Liga,Male,2021-2022,UEFA Pro Referee License,UEFA Pro Referee License,FIFA Elite Referee Certification,AFC Master Referee Certification,FIFA Elite Referee Certification
f943423e,2022-02-20 14:00,Fuenlabrada,Alcorcón,45.0,55.0,Sergio Pellicer,Male,05/15/1973,"Torrent, España",Táctico,4-4-2,Fran Fernández,Male,03/03/1981,"Salamanca, España",Defensivo,4-4-2,Estadio Fernando Torres,3328.0,"Fuenlabrada, España",Rafael Sánchez,Sergi López,Javier Garrido Concha,Manuel Orellana,Iñaki Bikandi,Segunda División,Male,2021-2022,FIFA Elite Referee Certification,UEFA Pro Referee License,FIFA Elite Referee Certification,,FIFA Elite Referee Certification
